name,rank,trait,trait_value,trait_prob
pseudothyone belli,species,thermal_tolerance_range,2.5-5C,1
amphigymnas bahamensis,species,thermal_tolerance_range,>15C,1
chiridota rotifera,species,thermal_tolerance_range,2.5-5C,1
synaptula hydriformis,species,thermal_tolerance_range,0-2.5C,1
actinopyga varians,species,thermal_tolerance_range,2.5-5C,1
isostichopus macroparentheses,species,thermal_tolerance_range,2.5-5C,1
pentamera chiloensis,species,thermal_tolerance_range,>15C,1
psolus peronii,species,thermal_tolerance_range,2.5-5C,1
mesothuria intestinalis,species,thermal_tolerance_range,2.5-5C,1
aegina citrea,species,thermal_tolerance_range,>15C,1
aeginura grimaldii,species,thermal_tolerance_range,>15C,1
aequorea macrodactyla,species,thermal_tolerance_range,5-7.5C,1
aglaophenia latecarinata,species,thermal_tolerance_range,10-15C,1
aglaophenia lophocarpa,species,thermal_tolerance_range,>15C,1
cladocarpus sigma,species,thermal_tolerance_range,>15C,1
macrorhynchia philippina,species,thermal_tolerance_range,5-7.5C,1
bimeria vestita,species,thermal_tolerance_range,>15C,1
nemopsis bachei,species,thermal_tolerance_range,>15C,1
clytia discoida,species,thermal_tolerance_range,10-15C,1
clytia linearis,species,thermal_tolerance_range,>15C,1
corydendrium parasiticum,species,thermal_tolerance_range,7.5-10C,1
oceania armata,species,thermal_tolerance_range,7.5-10C,1
turritopsis nutricula,species,thermal_tolerance_range,>15C,1
cunina fowleri,species,thermal_tolerance_range,2.5-5C,1
cunina octonaria,species,thermal_tolerance_range,10-15C,1
solmissus incisa,species,thermal_tolerance_range,>15C,1
cytaeis tetrastyla,species,thermal_tolerance_range,5-7.5C,1
eutima mira,species,thermal_tolerance_range,>15C,1
eucheilota paradoxica,species,thermal_tolerance_range,10-15C,1
eudendrium album,species,thermal_tolerance_range,>15C,1
eudendrium carneum,species,thermal_tolerance_range,10-15C,1
eudendrium racemosum,species,thermal_tolerance_range,10-15C,1
liriope tetraphylla,species,thermal_tolerance_range,7.5-10C,1
botrynema ellinorae,species,thermal_tolerance_range,0-2.5C,1
halicreas minimum,species,thermal_tolerance_range,>15C,1
antennella secundaria,species,thermal_tolerance_range,>15C,1
halopteris alternata,species,thermal_tolerance_range,>15C,1
monostaechas quadridens,species,thermal_tolerance_range,10-15C,1
kirchenpaueria halecioides,species,thermal_tolerance_range,10-15C,1
acryptolaria conferta,species,thermal_tolerance_range,>15C,1
acryptolaria longitheca,species,thermal_tolerance_range,10-15C,1
cryptolaria pectinata,species,thermal_tolerance_range,>15C,1
filellum serratum,species,thermal_tolerance_range,>15C,1
octophialucium funerarium,species,thermal_tolerance_range,10-15C,1
niobia dendrotentaculata,species,thermal_tolerance_range,>15C,1
amphinema rugosum,species,thermal_tolerance_range,>15C,1
amphinema turrida,species,thermal_tolerance_range,>15C,1
pennaria disticha,species,thermal_tolerance_range,10-15C,1
plumularia filicula,species,thermal_tolerance_range,>15C,1
halitiara formosa,species,thermal_tolerance_range,10-15C,1
pantachogon haeckeli,species,thermal_tolerance_range,>15C,1
rhopalonema funerarium,species,thermal_tolerance_range,>15C,1
rhopalonema velatum,species,thermal_tolerance_range,10-15C,1
sminthea eurygaster,species,thermal_tolerance_range,5-7.5C,1
dynamena dalmasi,species,thermal_tolerance_range,10-15C,1
dynamena disticha,species,thermal_tolerance_range,>15C,1
sertularella tenella,species,thermal_tolerance_range,>15C,1
sertularia distans,species,thermal_tolerance_range,>15C,1
pegantha triloba,species,thermal_tolerance_range,5-7.5C,1
pliobothrus symmetricus,species,thermal_tolerance_range,>15C,1
stylaster erubescens,species,thermal_tolerance_range,>15C,1
zanclea costata,species,thermal_tolerance_range,>15C,1
tetraplatia volitans,species,thermal_tolerance_range,>15C,1
abylopsis tetragona,species,thermal_tolerance_range,7.5-10C,1
bassia bassensis,species,thermal_tolerance_range,5-7.5C,1
enneagonum hyalinum,species,thermal_tolerance_range,>15C,1
chelophyes appendiculata,species,thermal_tolerance_range,7.5-10C,1
diphyes bojani,species,thermal_tolerance_range,5-7.5C,1
diphyes dispar,species,thermal_tolerance_range,10-15C,1
eudoxoides mitra,species,thermal_tolerance_range,5-7.5C,1
lensia conoidea,species,thermal_tolerance_range,10-15C,1
lensia cossack,species,thermal_tolerance_range,5-7.5C,1
lensia fowleri,species,thermal_tolerance_range,7.5-10C,1
lensia hotspur,species,thermal_tolerance_range,10-15C,1
lensia subtilis,species,thermal_tolerance_range,7.5-10C,1
sulculeolaria biloba,species,thermal_tolerance_range,>15C,1
sulculeolaria chuni,species,thermal_tolerance_range,7.5-10C,1
sulculeolaria quadrivalvis,species,thermal_tolerance_range,10-15C,1
sulculeolaria turgida,species,thermal_tolerance_range,10-15C,1
hippopodius hippopus,species,thermal_tolerance_range,10-15C,1
vogtia pentacantha,species,thermal_tolerance_range,>15C,1
amphicaryon ernesti,species,thermal_tolerance_range,>15C,1
nanomia bijuga,species,thermal_tolerance_range,>15C,1
bougainvillia carolinensis,species,thermal_tolerance_range,>15C,1
pegantha martagon,species,thermal_tolerance_range,>15C,1
cladocarpus tenuis,species,thermal_tolerance_range,>15C,1
lensia campanella,species,thermal_tolerance_range,5-7.5C,1
abyla haeckeli,species,thermal_tolerance_range,>15C,1
millepora alcicornis,species,thermal_tolerance_range,2.5-5C,1
distichopora violacea,species,thermal_tolerance_range,2.5-5C,1
hebella venusta,species,thermal_tolerance_range,>15C,1
diphasia digitalis,species,thermal_tolerance_range,10-15C,1
gymnangium hians,species,thermal_tolerance_range,2.5-5C,1
bougainvillia platygaster,species,thermal_tolerance_range,2.5-5C,1
bougainvillia niobe,species,thermal_tolerance_range,2.5-5C,1
merga violacea,species,thermal_tolerance_range,>15C,1
calycopsis simulans,species,thermal_tolerance_range,>15C,1
eucheilota duodecimalis,species,thermal_tolerance_range,>15C,1
aglaophenia dubia,species,thermal_tolerance_range,10-15C,1
aglaophenia rhynchocarpa,species,thermal_tolerance_range,7.5-10C,1
aglaophenia trifida,species,thermal_tolerance_range,7.5-10C,1
cladocarpus dolichotheca,species,thermal_tolerance_range,>15C,1
cladocarpus obliquus,species,thermal_tolerance_range,>15C,1
cladocarpus paradiseus,species,thermal_tolerance_range,>15C,1
gymnangium speciosum,species,thermal_tolerance_range,10-15C,1
lytocarpia bispinosa,species,thermal_tolerance_range,5-7.5C,1
lytocarpia brevirostris,species,thermal_tolerance_range,2.5-5C,1
bougainvillia frondosa,species,thermal_tolerance_range,7.5-10C,1
campanularia macroscypha,species,thermal_tolerance_range,10-15C,1
clytia folleata,species,thermal_tolerance_range,>15C,1
clytia mccradyi,species,thermal_tolerance_range,10-15C,1
eirene pyramidalis,species,thermal_tolerance_range,10-15C,1
eudendrium attenuatum,species,thermal_tolerance_range,>15C,1
eudendrium exiguum,species,thermal_tolerance_range,>15C,1
eudendrium laxum,species,thermal_tolerance_range,>15C,1
halecium dyssymetrum,species,thermal_tolerance_range,10-15C,1
halecium macrocephalum,species,thermal_tolerance_range,>15C,1
antennella quadriaurita,species,thermal_tolerance_range,>15C,1
acryptolaria abies,species,thermal_tolerance_range,>15C,1
lafoea coalescens,species,thermal_tolerance_range,>15C,1
scandia mutabilis,species,thermal_tolerance_range,>15C,1
olindias tenuis,species,thermal_tolerance_range,10-15C,1
orchistoma pileus,species,thermal_tolerance_range,10-15C,1
nemertesia simplex,species,thermal_tolerance_range,>15C,1
plumularia attenuata,species,thermal_tolerance_range,>15C,1
plumularia margaretta,species,thermal_tolerance_range,10-15C,1
plumularia megalocephala,species,thermal_tolerance_range,>15C,1
plumularia strictocarpa,species,thermal_tolerance_range,>15C,1
plumularia strobilophora,species,thermal_tolerance_range,2.5-5C,1
sertularella areyi,species,thermal_tolerance_range,10-15C,1
sertularella conica,species,thermal_tolerance_range,>15C,1
crypthelia floridana,species,thermal_tolerance_range,5-7.5C,1
crypthelia peircei,species,thermal_tolerance_range,2.5-5C,1
crypthelia pudica,species,thermal_tolerance_range,5-7.5C,1
errina cochleata,species,thermal_tolerance_range,2.5-5C,1
lepidopora biserialis,species,thermal_tolerance_range,0-2.5C,1
stylaster aurantiacus,species,thermal_tolerance_range,0-2.5C,1
stylaster complanatus,species,thermal_tolerance_range,10-15C,1
stylaster duchassaingi,species,thermal_tolerance_range,2.5-5C,1
stylaster filogranus,species,thermal_tolerance_range,>15C,1
stylaster gracilis,species,thermal_tolerance_range,10-15C,1
stylaster laevigatus,species,thermal_tolerance_range,10-15C,1
stylaster miniatus,species,thermal_tolerance_range,>15C,1
stylaster roseus,species,thermal_tolerance_range,0-2.5C,1
synthecium tubithecum,species,thermal_tolerance_range,2.5-5C,1
ectopleura grandis,species,thermal_tolerance_range,10-15C,1
lensia challengeri,species,thermal_tolerance_range,>15C,1
halopteris carinata,species,thermal_tolerance_range,10-15C,1
millepora complanata,species,thermal_tolerance_range,0-2.5C,1
hincksella cylindrica,species,thermal_tolerance_range,>15C,1
thyroscyphus ramosus,species,thermal_tolerance_range,10-15C,1
distichopora foliacea,species,thermal_tolerance_range,>15C,1
distichopora sulcata,species,thermal_tolerance_range,0-2.5C,1
larsonia pterophylla,species,thermal_tolerance_range,10-15C,1
gossea brachymera,species,thermal_tolerance_range,>15C,1
corymorpha gracilis,species,thermal_tolerance_range,2.5-5C,1
halopteris clarkei,species,thermal_tolerance_range,>15C,1
thyroscyphus marginatus,species,thermal_tolerance_range,7.5-10C,1
rosacea flaccida,species,thermal_tolerance_range,>15C,1
gymnangium sinuosum,species,thermal_tolerance_range,10-15C,1
macrorhynchia allmani,species,thermal_tolerance_range,7.5-10C,1
paranthura nigropunctata,species,thermal_tolerance_range,2.5-5C,1
prochelator incomitatus,species,thermal_tolerance_range,0-2.5C,1
macrostylis longipes,species,thermal_tolerance_range,0-2.5C,1
natatolana neglecta,species,thermal_tolerance_range,5-7.5C,1
sphaeroma serratum,species,thermal_tolerance_range,5-7.5C,1
gnathia vorax,species,thermal_tolerance_range,5-7.5C,1
saduria entomon,species,thermal_tolerance_range,5-7.5C,1
idotea metallica,species,thermal_tolerance_range,7.5-10C,1
limnoria tripunctata,species,thermal_tolerance_range,>15C,1
ligia italica,species,thermal_tolerance_range,2.5-5C,1
erichsonella filiformis,species,thermal_tolerance_range,2.5-5C,1
ptilanthura tenuis,species,thermal_tolerance_range,2.5-5C,1
apanthura sandalensis,species,thermal_tolerance_range,2.5-5C,1
carpias algicola,species,thermal_tolerance_range,2.5-5C,1
cirolana parva,species,thermal_tolerance_range,2.5-5C,1
amakusanthura magnifica,species,thermal_tolerance_range,2.5-5C,1
amakusanthura signata,species,thermal_tolerance_range,2.5-5C,1
kupellonura formosa,species,thermal_tolerance_range,2.5-5C,1
neohyssura irpex,species,thermal_tolerance_range,2.5-5C,1
paranthura infundibulata,species,thermal_tolerance_range,2.5-5C,1
joeropsis rathbunae,species,thermal_tolerance_range,2.5-5C,1
uromunna reynoldsi,species,thermal_tolerance_range,2.5-5C,1
pleurocope floridensis,species,thermal_tolerance_range,2.5-5C,1
aega ecarinata,species,thermal_tolerance_range,2.5-5C,1
rocinela signata,species,thermal_tolerance_range,2.5-5C,1
eurydice convexa,species,thermal_tolerance_range,2.5-5C,1
eurydice littoralis,species,thermal_tolerance_range,2.5-5C,1
eurydice piperata,species,thermal_tolerance_range,0-2.5C,1
metacirolana halia,species,thermal_tolerance_range,0-2.5C,1
natatolana gracilis,species,thermal_tolerance_range,2.5-5C,1
dynamenella perforata,species,thermal_tolerance_range,2.5-5C,1
astacilla cymodocea,species,thermal_tolerance_range,2.5-5C,1
edotia lyonsi,species,thermal_tolerance_range,2.5-5C,1
erichsonella floridana,species,thermal_tolerance_range,2.5-5C,1
ptilanthura colpos,species,thermal_tolerance_range,2.5-5C,1
xenanthura brevitelson,species,thermal_tolerance_range,2.5-5C,1
mesanthura floridensis,species,thermal_tolerance_range,2.5-5C,1
mesanthura paucidens,species,thermal_tolerance_range,0-2.5C,1
mesanthura pulchra,species,thermal_tolerance_range,5-7.5C,1
excirolana mayana,species,thermal_tolerance_range,2.5-5C,1
santia milleri,species,thermal_tolerance_range,0-2.5C,1
accalathura crenulata,species,thermal_tolerance_range,2.5-5C,1
lanocira rapax,species,thermal_tolerance_range,2.5-5C,1
pendanthura tanaiformis,species,thermal_tolerance_range,2.5-5C,1
alcirona krebsii,species,thermal_tolerance_range,2.5-5C,1
aporobopyrina anomala,species,thermal_tolerance_range,0-2.5C,1
bathynomus giganteus,species,thermal_tolerance_range,>15C,1
booralana tricarinata,species,thermal_tolerance_range,0-2.5C,1
chauliodoniscus armadilloides,species,thermal_tolerance_range,0-2.5C,1
cleantioides planicauda,species,thermal_tolerance_range,5-7.5C,1
entophilus omnitectus,species,thermal_tolerance_range,5-7.5C,1
excorallana delaneyi,species,thermal_tolerance_range,2.5-5C,1
excorallana sexticornis,species,thermal_tolerance_range,2.5-5C,1
excorallana tricornis,species,thermal_tolerance_range,2.5-5C,1
gigantione mortenseni,species,thermal_tolerance_range,2.5-5C,1
harrieta faxoni,species,thermal_tolerance_range,2.5-5C,1
heteroserolis mgrayi,species,thermal_tolerance_range,2.5-5C,1
mexicope kensleyi,species,thermal_tolerance_range,2.5-5C,1
munidion longipedis,species,thermal_tolerance_range,>15C,1
paracerceis caudata,species,thermal_tolerance_range,10-15C,1
synsynella deformans,species,thermal_tolerance_range,5-7.5C,1
tridentella virginiana,species,thermal_tolerance_range,2.5-5C,1
calliostoma echinatum,species,thermal_tolerance_range,2.5-5C,1
acanthochitona fascicularis,species,thermal_tolerance_range,7.5-10C,1
akera bullata,species,thermal_tolerance_range,2.5-5C,1
ancistrocheirus lesueurii,species,thermal_tolerance_range,7.5-10C,1
anomia ephippium,species,thermal_tolerance_range,10-15C,1
aplysia dactylomela,species,thermal_tolerance_range,5-7.5C,1
aplysia fasciata,species,thermal_tolerance_range,10-15C,1
discotectonica discus,species,thermal_tolerance_range,2.5-5C,1
arca noae,species,thermal_tolerance_range,2.5-5C,1
arca tetragona,species,thermal_tolerance_range,7.5-10C,1
barbatia barbata,species,thermal_tolerance_range,2.5-5C,1
bathyarca frielei,species,thermal_tolerance_range,>15C,1
bathyarca philippiana,species,thermal_tolerance_range,2.5-5C,1
bentharca asperula,species,thermal_tolerance_range,2.5-5C,1
argonauta argo,species,thermal_tolerance_range,10-15C,1
digitaria digitaria,species,thermal_tolerance_range,7.5-10C,1
atlanta peronii,species,thermal_tolerance_range,7.5-10C,1
protatlanta souleyeti,species,thermal_tolerance_range,5-7.5C,1
japetella diaphana,species,thermal_tolerance_range,10-15C,1
brachioteuthis riisei,species,thermal_tolerance_range,>15C,1
bursa ranelloides,species,thermal_tolerance_range,2.5-5C,1
calyptraea chinensis,species,thermal_tolerance_range,7.5-10C,1
capulus ungaricus,species,thermal_tolerance_range,7.5-10C,1
acanthocardia aculeata,species,thermal_tolerance_range,7.5-10C,1
acanthocardia deshayesii,species,thermal_tolerance_range,2.5-5C,1
acanthocardia paucicostata,species,thermal_tolerance_range,10-15C,1
acanthocardia spinosa,species,thermal_tolerance_range,5-7.5C,1
cerastoderma glaucum,species,thermal_tolerance_range,10-15C,1
laevicardium oblongum,species,thermal_tolerance_range,5-7.5C,1
parvicardium exiguum,species,thermal_tolerance_range,2.5-5C,1
parvicardium hauniense,species,thermal_tolerance_range,0-2.5C,1
parvicardium minimum,species,thermal_tolerance_range,2.5-5C,1
galeodea rugosa,species,thermal_tolerance_range,5-7.5C,1
oocorys sulcata,species,thermal_tolerance_range,2.5-5C,1
cavolinia gibbosa,species,thermal_tolerance_range,7.5-10C,1
cavolinia inflexa,species,thermal_tolerance_range,7.5-10C,1
cavolinia tridentata,species,thermal_tolerance_range,10-15C,1
cavolinia uncinata,species,thermal_tolerance_range,7.5-10C,1
clio cuspidata,species,thermal_tolerance_range,7.5-10C,1
clio pyramidata,species,thermal_tolerance_range,>15C,1
creseis acicula,species,thermal_tolerance_range,10-15C,1
creseis virgula,species,thermal_tolerance_range,10-15C,1
diacavolinia deshayesi,species,thermal_tolerance_range,>15C,1
diacria quadridentata,species,thermal_tolerance_range,5-7.5C,1
diacria trispinosa,species,thermal_tolerance_range,10-15C,1
hyalocylis striata,species,thermal_tolerance_range,7.5-10C,1
styliola subula,species,thermal_tolerance_range,7.5-10C,1
bittium reticulatum,species,thermal_tolerance_range,10-15C,1
cerithium nesioticum,species,thermal_tolerance_range,5-7.5C,1
cerithiopsis fayalensis,species,thermal_tolerance_range,2.5-5C,1
falcidens aequabilis,species,thermal_tolerance_range,0-2.5C,1
mitrella ocellata,species,thermal_tolerance_range,2.5-5C,1
benthomangelia antonia,species,thermal_tolerance_range,10-15C,1
benthomangelia macra,species,thermal_tolerance_range,7.5-10C,1
corinnaeturris leucomata,species,thermal_tolerance_range,2.5-5C,1
theta chariessa,species,thermal_tolerance_range,7.5-10C,1
coralliophila richardi,species,thermal_tolerance_range,2.5-5C,1
bathothauma lyromma,species,thermal_tolerance_range,10-15C,1
helicocranchia pfefferi,species,thermal_tolerance_range,10-15C,1
leachia atlantica,species,thermal_tolerance_range,10-15C,1
cardiomya costellata,species,thermal_tolerance_range,5-7.5C,1
cardiomya striata,species,thermal_tolerance_range,>15C,1
cuspidaria jeffreysi,species,thermal_tolerance_range,2.5-5C,1
cuspidaria obesa,species,thermal_tolerance_range,7.5-10C,1
cuspidaria rostrata,species,thermal_tolerance_range,7.5-10C,1
myonera paucistriata,species,thermal_tolerance_range,2.5-5C,1
cycloteuthis sirventi,species,thermal_tolerance_range,5-7.5C,1
scaphander nobilis,species,thermal_tolerance_range,7.5-10C,1
fissidentalium candidum,species,thermal_tolerance_range,7.5-10C,1
